SA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,LAD18CD,LAD18NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID
N00004064,6b2,White Suburban Communities,95WW20S3,Mallusk 3,8c,Comfortable suburbia,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,125
N00000104,4a2,Social Renting New Arrivals,95AA15S2,Springfarm 2,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,126
N00004023,8c3,Renting Hard-Pressed Workers,95WW16S2,Glengormley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,127
N00000105,7a1,Transitional Eastern European Neighbourhoods,95AA16W1,Steeple,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,128
N00004065,7c1,Challenged Transitionaries,95WW21S1,Monkstown 1,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,129
N00004024,8d3,Hard-Pressed European Settlers,95WW16S2,Glengormley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,130
N00000106,7a1,Transitional Eastern European Neighbourhoods,95AA16W1,Steeple,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,131
N00004066,8c3,Renting Hard-Pressed Workers,95WW21S1,Monkstown 1,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,132
N00004025,7c1,Challenged Transitionaries,95WW16S2,Glengormley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,133
N00000107,8b2,Hard-Pressed Rented Terraces,95AA16W1,Steeple,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,134
N00000108,5b3,Self-Sufficient Retirement,95AA16W1,Steeple,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,135
N00004067,7c2,Constrained Young Families,95WW21S1,Monkstown 1,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,136
N00000109,7a1,Transitional Eastern European Neighbourhoods,95AA16W1,Steeple,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,137
N00004026,6b4,Older Workers and Retirement,95WW17W1,Hawthorne,5c,Comfortable neighbourhoods,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,138
N00004068,8c3,Renting Hard-Pressed Workers,95WW21S1,Monkstown 1,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,139
N00000110,8d3,Hard-Pressed European Settlers,95AA16W1,Steeple,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,140
N00004027,6b4,Older Workers and Retirement,95WW17W1,Hawthorne,5c,Comfortable neighbourhoods,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,141
N00004069,7c1,Challenged Transitionaries,95WW21S1,Monkstown 1,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,142
N00000111,6b3,Semi-Detached Ageing,95AA17W1,Stiles,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,143
N00004028,8c3,Renting Hard-Pressed Workers,95WW17W1,Hawthorne,5c,Comfortable neighbourhoods,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,144
N00004070,7a2,Hampered Aspiration,95WW21S1,Monkstown 1,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,145
N00000112,8a1,Industrious Transitions,95AA17W1,Stiles,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,146
N00004029,6a3,Detached Retirement Living,95WW17W1,Hawthorne,5c,Comfortable neighbourhoods,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,147
N00004071,7c2,Constrained Young Families,95WW21S2,Monkstown 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,148
N00000113,8a1,Industrious Transitions,95AA17W1,Stiles,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,149
N00004030,5b3,Self-Sufficient Retirement,95WW17W1,Hawthorne,5c,Comfortable neighbourhoods,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,150
N00004072,8a2,Industrious Hardship,95WW21S2,Monkstown 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,151
N00004073,5a2,Multi-Ethnic Professionals with Families,95WW21S2,Monkstown 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,152
N00004074,8d2,Hard-Pressed Ethnic Mix,95WW21S2,Monkstown 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,153
N00004075,6a4,Ageing in Suburbia,95WW22S1,Mossley 1,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,154
N00004076,8a1,Industrious Transitions,95WW22S1,Mossley 1,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,155
N00004077,6b3,Semi-Detached Ageing,95WW22S1,Mossley 1,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,156
N00004078,8b1,Deprived Blue-Collar Terraces,95WW22S1,Mossley 1,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,157
N00004079,8c1,Ageing Industrious Workers,95WW22S2,Mossley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,158
N00004080,8d1,Young Hard-Pressed Families,95WW22S2,Mossley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,159
N00004081,8a1,Industrious Transitions,95WW22S2,Mossley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,160
N00004082,8b2,Hard-Pressed Rented Terraces,95WW22S2,Mossley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,161
N00004083,8b2,Hard-Pressed Rented Terraces,95WW22S2,Mossley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,162
N00004084,6a4,Ageing in Suburbia,95WW23S1,Rostulla 1,3c,Highly qualified professionals,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,163
N00004085,5b2,Communal Retirement,95WW23S1,Rostulla 1,3c,Highly qualified professionals,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,164
N00004086,7c2,Constrained Young Families,95WW23S1,Rostulla 1,3c,Highly qualified professionals,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,165
N00004087,5a2,Multi-Ethnic Professionals with Families,95WW23S1,Rostulla 1,3c,Highly qualified professionals,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,166
N00004088,6a4,Ageing in Suburbia,95WW23S2,Rostulla 2,8a,Affluent communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,167
N00004089,6a2,Comfortable Suburbia,95WW23S2,Rostulla 2,8a,Affluent communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,168
N00004090,5b2,Communal Retirement,95WW23S2,Rostulla 2,8a,Affluent communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,169
N00004091,5b2,Communal Retirement,95WW23S2,Rostulla 2,8a,Affluent communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,170
N00004092,5a3,Families in Terraces and Flats,95WW24S1,Valley 1,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,171
N00004093,7d1,Ageing Communities and Families,95WW24S1,Valley 1,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,172
N00004094,8c3,Renting Hard-Pressed Workers,95WW24S1,Valley 1,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,173
N00004095,7c2,Constrained Young Families,95WW24S1,Valley 1,4b,Constrained renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,174
N00004096,7c1,Challenged Transitionaries,95WW24S2,Valley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,175
N00004097,8d1,Young Hard-Pressed Families,95WW24S2,Valley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,176
N00004098,7c2,Constrained Young Families,95WW24S2,Valley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,177
N00004099,7a2,Hampered Aspiration,95WW24S2,Valley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,178
N00004100,7c3,Outer City Hardship,95WW24S2,Valley 2,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,179
N00004101,7c1,Challenged Transitionaries,95WW25W1,Whitehouse,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,180
N00004102,8c3,Renting Hard-Pressed Workers,95WW25W1,Whitehouse,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,181
N00004103,7c2,Constrained Young Families,95WW25W1,Whitehouse,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,182
N00004104,7c1,Challenged Transitionaries,95WW25W1,Whitehouse,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,183
N00004105,7b3,Endeavouring Flat Dwellers,95WW25W1,Whitehouse,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,184
N00004106,7c1,Challenged Transitionaries,95WW25W1,Whitehouse,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,185
N00004107,8c1,Ageing Industrious Workers,95WW25W1,Whitehouse,4a,Challenged white communities,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,186
N00003908,7c1,Challenged Transitionaries,95WW03S1,Ballyclare South 1,5d,Endeavouring social renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,187
N00003958,8c3,Renting Hard-Pressed Workers,95WW09S1,Carnmoney 1,5d,Endeavouring social renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,188
N00003909,8c1,Ageing Industrious Workers,95WW03S1,Ballyclare South 1,5d,Endeavouring social renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,189
N00004031,7c1,Challenged Transitionaries,95WW17W1,Hawthorne,5c,Comfortable neighbourhoods,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,190
N00003910,8c3,Renting Hard-Pressed Workers,95WW03S1,Ballyclare South 1,5d,Endeavouring social renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,191
N00004032,8c1,Ageing Industrious Workers,95WW17W1,Hawthorne,5c,Comfortable neighbourhoods,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,192
N00003911,5a1,White Professionals,95WW03S2,Ballyclare South 2,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,193
N00003912,5b3,Self-Sufficient Retirement,95WW03S2,Ballyclare South 2,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,194
N00003913,8c3,Renting Hard-Pressed Workers,95WW03S2,Ballyclare South 2,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,195
N00003914,6b4,Older Workers and Retirement,95WW04S1,Ballyduff 1,5d,Endeavouring social renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,196
N00003915,8b1,Deprived Blue-Collar Terraces,95WW04S1,Ballyduff 1,5d,Endeavouring social renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,197
N00003916,6b3,Semi-Detached Ageing,95WW04S1,Ballyduff 1,5d,Endeavouring social renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,198
N00003917,8a1,Industrious Transitions,95WW04S1,Ballyduff 1,5d,Endeavouring social renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,199
N00003918,8b2,Hard-Pressed Rented Terraces,95WW04S1,Ballyduff 1,5d,Endeavouring social renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,200
N00004033,8b2,Hard-Pressed Rented Terraces,95WW17W1,Hawthorne,5c,Comfortable neighbourhoods,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,201
N00003959,8c1,Ageing Industrious Workers,95WW09S1,Carnmoney 1,5d,Endeavouring social renters,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,202
N00003919,6b2,White Suburban Communities,95WW04S2,Ballyduff 2,8b,Ageing suburbanites,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,203
N00000114,6b2,White Suburban Communities,95AA17W1,Stiles,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,204
N00004034,5a1,White Professionals,95WW18W1,Hightown,5b,Aspiring urban households,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,205
N00003920,6b3,Semi-Detached Ageing,95WW04S2,Ballyduff 2,8b,Ageing suburbanites,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,206
N00003921,6b3,Semi-Detached Ageing,95WW04S2,Ballyduff 2,8b,Ageing suburbanites,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,207
N00003922,6b3,Semi-Detached Ageing,95WW04S2,Ballyduff 2,8b,Ageing suburbanites,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,208
N00003923,6b3,Semi-Detached Ageing,95WW05S1,Ballyhenry 1,8c,Comfortable suburbia,N09000001,Antrim and Newtownabbey,7b1r,Northern Ireland Countryside,N92000002,Northern Ireland,N92000002,Northern Ireland,209
